country_code,state_province,city,latitude,longitude,maturity_segment,fast_station_share,median_power_kw,has_fast_dc,has_ultra_dc,dc_fast_station_count,dc_ultra_station_count,station_count,port_count
AT,Austria,Gänserndorf,48.340379,16.715657,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Austria,Raasdorf,48.24084,16.591911,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,4
AT,Bezirk Amstetten,Ardagger,48.178689,14.863834,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Amstetten,Bezirk Amstetten,48.120352,14.86196,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Baden,Bad Vöslau,47.960719,16.202443,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Baden,Gemeinde Traiskirchen,47.983375,16.289499,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Baden,Oeynhausen,47.983671,16.289616,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Bludenz,Gemeinde Bürs,47.150747,9.812164,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Bezirk Bludenz,Gemeinde Klösterle,47.138647000000006,10.168756,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,4
AT,Bezirk Bludenz,Stadt Bludenz,47.155474,9.814735,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Bezirk Bludenz,Stuben,47.138338,10.161276,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Bezirk Bregenz,Stadt Bregenz,47.501143000000006,9.742853333333334,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,3,6
AT,Bezirk Bruck an der Leitha,Bezirk Bruck an der Leitha,48.035103,16.808527,Developing EV Infrastructure,0.0,44.0,0,0,0,0,1,1
AT,Bezirk Feldkirch,Stadt Feldkirch,47.23482,9.587047,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Gmunden,Hallstatt,47.552777,13.648743,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Bezirk Gänserndorf,Orth an der Donau,48.145554,16.700585,Developing EV Infrastructure,0.0,44.0,0,0,0,0,1,2
AT,Bezirk Hollabrunn,Ebersbrunn,48.514477,15.861341,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,4
AT,Bezirk Imst,Gemeinde Längenfeld,47.067105,10.967314,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Imst,Gemeinde Mieming,47.304722,10.964504,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Bezirk Imst,Gemeinde Silz,47.2705085,10.9542485,Emerging EV Infrastructure,0.0,16.5,0,0,0,0,2,4
AT,Bezirk Imst,Gemeinde Stams,47.276085,10.984415,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Imst,Stadt Imst,47.239424,10.73783,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Innsbruck-Land,Gemeinde Axams,47.22160466666667,11.289052333333332,Developing EV Infrastructure,0.3333333333333333,22.0,1,0,1,0,3,5
AT,Bezirk Innsbruck-Land,Gemeinde Mils,47.282516,11.5382345,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,2
AT,Bezirk Innsbruck-Land,Gemeinde Natters,47.23033,11.375739,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Innsbruck-Land,Gemeinde Pettnau,47.284508,11.164483,Mature Fast-Charging Hub,1.0,150.0,1,1,1,1,1,1
AT,Bezirk Innsbruck-Land,Gemeinde Schönberg im Stubaital,47.197219,11.397461,Mature Fast-Charging Hub,1.0,150.0,1,1,1,1,1,2
AT,Bezirk Innsbruck-Land,Gemeinde Seefeld in Tirol,47.329539,11.188942,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Bezirk Innsbruck-Land,Gemeinde Volders,47.287451,11.566077,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Innsbruck-Land,Marktgemeinde Matrei am Brenner,47.13108,11.452086,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Innsbruck-Land,Marktgemeinde Rum,47.277648,11.445927,Emerging EV Infrastructure,0.0,13.2,0,0,0,0,1,1
AT,Bezirk Innsbruck-Land,Marktgemeinde Steinach am Brenner,47.095337,11.465333,Developing EV Infrastructure,0.5,30.5,1,0,1,0,2,4
AT,Bezirk Innsbruck-Land,Marktgemeinde Telfs,47.331544,11.110133,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Bezirk Innsbruck-Land,Marktgemeinde Völs,47.257791,11.3229615,Emerging EV Infrastructure,0.0,7.35,0,0,0,0,2,5
AT,Bezirk Innsbruck-Land,Marktgemeinde Wattens,47.292936,11.590847428571427,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,7,24
AT,Bezirk Innsbruck-Land,Marktgemeinde Zirl,47.271733,11.24064,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Innsbruck-Land,Stadt Hall in Tirol,47.27838333333333,11.4864075,Developing EV Infrastructure,0.3333333333333333,22.0,1,0,2,0,6,11
AT,Bezirk Kitzbühel,Gemeinde Aurach bei Kitzbühel,47.418743,12.420931,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Bezirk Kitzbühel,Gemeinde Kössen,47.66028,12.404999,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Kitzbühel,Gemeinde St. Ulrich am Pillersee,47.524159,12.576585,Emerging EV Infrastructure,0.0,16.5,0,0,0,0,2,4
AT,Bezirk Kitzbühel,Marktgemeinde St. Johann in Tirol,47.518417,12.413921,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Kitzbühel,Stadt Kitzbühel,47.45074725,12.3759705,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,4,6
AT,Bezirk Landeck,Gemeinde Sankt Anton am Arlberg,47.137879,10.2825545,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,3
AT,Bezirk Liezen,Admont,47.579124,14.463529,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,3
AT,Bezirk Mistelbach,Wolkersdorf im Weinviertel,48.368775,16.504583,Developing EV Infrastructure,0.0,44.0,0,0,0,0,1,3
AT,Bezirk Mödling,Brunn am Gebirge,48.106272,16.307627,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Bezirk Mödling,Münchendorf,48.038828,16.375982,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Oberwart,Mariasdorf,47.363969,16.24024,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Reutte,Häselgehr,47.303193,10.484633,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Bezirk Reutte,Marktgemeinde Reutte,47.480218,10.735532,Developing EV Infrastructure,1.0,75.0,1,0,1,0,1,2
AT,Bezirk Sankt Veit an der Glan,St. Veit an der Glan,46.801806,14.401953,Developing EV Infrastructure,0.0,44.0,0,0,0,0,1,4
AT,Bezirk Scheibbs,Gemeinde Wieselburg,48.138988,15.138216,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,1
AT,Bezirk Schwaz,Gemeinde Eben am Achensee,47.4315425,11.726571,Developing EV Infrastructure,0.5,86.0,1,1,1,1,2,4
AT,Bezirk Schwaz,Gemeinde Fügenberg,47.264775,11.776769,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,4
AT,Bezirk Schwaz,Gemeinde Pill,47.320023,11.719006,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Bezirk Schwaz,Gemeinde Stans,47.382205,11.740262,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,4
AT,Bezirk Schwaz,Gemeinde Strass im Zillertal,47.397049,11.820376666666666,Developing EV Infrastructure,0.3333333333333333,22.0,1,0,1,0,3,3
AT,Bezirk Schwaz,Gemeinde Terfens,47.316057,11.634857,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Bezirk Schwaz,Gemeinde Weer,47.305678,11.64285,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Bezirk Schwaz,Gemeinde Weerberg,47.308531,11.685252,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Schwaz,Gemeinde Wiesing,47.403317,11.802937,Developing EV Infrastructure,1.0,130.0,1,0,1,0,1,1
AT,Bezirk Schwaz,Marktgemeinde Vomp,47.353355,11.700646,Mature Fast-Charging Hub,1.0,150.0,1,1,1,1,1,1
AT,Bezirk Schwaz,Schwendau,47.20066,11.86645,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Schwaz,Stadt Schwaz,47.340323,11.7044095,Emerging EV Infrastructure,0.0,16.5,0,0,0,0,2,5
AT,Bezirk Schwaz,Tux,47.114402,11.681149,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Bezirk Spittal an der Drau,Heiligenblut am Großglockner,47.080978,12.842803,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Bezirk St. Johann im Pongau,Bezirk St. Johann im Pongau,47.381506,13.429506,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,1
AT,Bezirk St. Pölten,Gemeinde Gerersdorf,48.201176,15.547633,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,3
AT,Bezirk St. Pölten,Rabenstein an der Pielach,48.065258,15.467648,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,4
AT,Bezirk Wiener Neustadt,Felixdorf,47.8739165,16.2487925,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,3
AT,Bezirk Wiener Neustadt,Gemeinde Krumbach,47.527003,16.187634,Developing EV Infrastructure,1.0,60.0,1,0,1,0,1,2
AT,Bezirk Wiener Neustadt,Sollenau,47.903791,16.274311,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Bezirk Zell am See,Bezirk Zell am See,47.33818,12.763545,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,3,9
AT,Bezirk Zell am See,Fusch an der Großglocknerstraße,47.225285,12.826718,Emerging EV Infrastructure,0.0,16.5,0,0,0,0,2,3
AT,Bezirk Zell am See,Kaprun,47.277196,12.757391333333333,Developing EV Infrastructure,0.3333333333333333,86.0,1,1,1,1,3,5
AT,Burgenland,Eisenberg an der Pinka,47.190842,16.421484,Emerging EV Infrastructure,0.0,1.4,0,0,0,0,1,1
AT,Burgenland,Eisenstadt,47.8317205,16.532388500000003,Emerging EV Infrastructure,0.0,13.0,0,0,0,0,2,7
AT,Burgenland,Gemeinde Siegendorf,47.774144,16.529482,Mature Fast-Charging Hub,1.0,300.0,1,1,1,1,1,4
AT,Burgenland,Horitschon,47.588609,16.547446,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,4
AT,Burgenland,Markt Allhau,47.332584,16.061028,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,6
AT,Burgenland,Marktgemeinde Sankt Margarethen im Burgenland,47.802291,16.620043,Mature Fast-Charging Hub,1.0,150.0,1,1,1,1,1,2
AT,Burgenland,Marz,47.723994,16.412153,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Burgenland,Neusiedl am See,47.965559,16.839746,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Burgenland,Oberwart,47.289154,16.190877999999998,Developing EV Infrastructure,0.5,111.0,1,1,1,1,2,3
AT,Burgenland,Ollersdorf im Burgenland,47.183459,16.162989,Emerging EV Infrastructure,0.0,1.6,0,0,0,0,1,1
AT,Burgenland,Parndorf,47.977921,16.851149666666668,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,3,14
AT,Burgenland,Pinkafeld,47.374032,16.093669,Mature Fast-Charging Hub,1.0,350.0,1,1,1,1,1,6
AT,Burgenland,Rust,47.802317,16.677937,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,6
AT,Burgenland,Sebersdorf,47.182847,15.993636,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,3
AT,Burgenland,St. Margarethen im Burgenland,47.802959,16.64652,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,12
AT,Burgenland,Unknown City,47.975943,16.854406,Mature Fast-Charging Hub,1.0,350.0,1,1,1,1,1,6
AT,Carinthia,Arnoldstein,46.571426,13.697263,Mature Fast-Charging Hub,1.0,240.0,1,1,1,1,1,7
AT,Carinthia,Gemeinde Hermagor-Pressegger See,46.6222,13.255953,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,8
AT,Carinthia,St. Veit an der Glan,46.766277,14.377184,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,2
AT,Carinthia,Velden am Wörthersee,46.613763,14.039509,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,8
AT,Carinthia,Villach,46.604003,13.869255,Mature Fast-Charging Hub,1.0,300.0,1,1,1,1,1,16
AT,Falkert,9,46.863884,13.828677,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Feldkirch,Frastanz,47.224682,9.616976,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,32
AT,Felsőpulyai járás,Füles,47.535572,16.658461,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Graz,Graz,47.099667,15.417682,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,1
AT,Graz-Umgebung,Sankt Oswald bei Plankenwarth,47.087574,15.279883,Emerging EV Infrastructure,0.0,7.4,0,0,0,0,1,2
AT,Hartberg-Fürstenfeld,Bad Waltersdorf,47.177198,16.001008,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,6
AT,Hartberg-Fürstenfeld,Hartberg-Fürstenfeld,47.054957,16.077884,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,39
AT,Hermagor,9,46.631783,13.357002,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Hermagor,Hermagor-Pressegger See,46.627188,13.375594,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Innsbruck,Innsbruck,47.263045000000005,11.3825855,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,4
AT,Innsbruck-Land,Mieders,47.171474,11.383453,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,2
AT,Innsbruck-Land,Mils,47.281096,11.533663,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Innsbruck-Land,Telfs,47.3042995,11.0698415,Developing EV Infrastructure,0.5,36.0,1,0,1,0,2,5
AT,Innsbruck-Land,Weidach,47.3694,11.162512,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Innsbruck-Stadt,Innsbruck,47.2624505,11.4213995,Developing EV Infrastructure,0.5,95.0,1,1,1,1,2,8
AT,Kernten,Bad Kleinkirchheim,46.812919,13.79249,Emerging EV Infrastructure,0.0,16.5,0,0,0,0,2,3
AT,Kernten,Flattach,46.935754,13.110656,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,4
AT,Kitzbühel,Kirchdorf in Tirol,47.538469,12.440846,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Kufstein,Kirchbichl,47.519097,12.097905,Developing EV Infrastructure,0.0,44.0,0,0,0,0,1,3
AT,Kufstein,Kundl,47.474113,11.981604,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Kärnten,Arnoldstein,46.550105,13.698798,Mature Fast-Charging Hub,1.0,300.0,1,1,1,1,1,4
AT,Kärnten,Bad Kleinkirchheim,46.810819,13.76971,Developing EV Infrastructure,0.0,43.0,0,0,0,0,1,1
AT,Kärnten,Döbriach,46.782546,13.657371,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Kärnten,Feldkirchen,46.722908,14.096837,Mature Fast-Charging Hub,1.0,150.0,1,1,1,1,1,2
AT,Kärnten,Finkenstein am Faaker See,46.56651266666666,13.857741,Developing EV Infrastructure,0.6666666666666666,50.0,1,1,2,1,3,6
AT,Kärnten,Klagenfurt,46.629669666666665,14.355622666666669,Developing EV Infrastructure,0.3333333333333333,11.0,1,0,1,0,3,4
AT,Kärnten,Kolbnitz,46.870391,13.328946,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Kärnten,Kühnsdorf,46.631098,14.636901,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Kärnten,Lavamünd,46.658114,14.87372,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Kärnten,Mallnitz,46.990836,13.165063,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,6
AT,Kärnten,Seeboden,46.81706,13.512237,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Kärnten,Spittal an der Drau,46.779372,13.531682,Mature Fast-Charging Hub,1.0,250.0,1,1,1,1,1,12
AT,Kärnten,Unknown City,46.693496,13.662537,Mature Fast-Charging Hub,1.0,100.5,1,1,2,1,2,10
AT,Kärnten,Velden am Wörthersee,46.624552,14.034304,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Kärnten,Villach,46.611666,13.850474600000002,Mature Fast-Charging Hub,0.8,225.0,1,1,4,3,5,14
AT,Kärnten,Wolfsberg,46.827506,14.831425,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Kärnten/Hermagor,Kötschach-Mauthen,46.671199,13.00092,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,8
AT,Landeck,Pettneu am Arlberg,47.148886,10.373762,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,2
AT,Landeck,Prutz,47.0683,10.664063,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,2
AT,Leibnitz,Gralla,46.805565,15.560605,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,33
AT,Lienz,Amlach,46.807519,12.793903,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Lienz,Assling,46.783214,12.662289,Developing EV Infrastructure,1.0,120.0,1,0,1,0,1,2
AT,Lienz,Lienz,46.829461,12.773618,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Linz-Land,Neuhofen an der Krems,48.135587,14.226683,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Lower Austria,Alland,48.067966,16.0632,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,1
AT,Lower Austria,Amstetten (Stadt),48.12261,14.88634,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,6
AT,Lower Austria,Gemeinde Altlengbach,48.157946,15.941816,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,6
AT,Lower Austria,Gemeinde Aspang-Markt,47.55835,16.094131,Developing EV Infrastructure,1.0,120.0,1,0,1,0,1,2
AT,Lower Austria,Gemeinde Bergland,48.15831,15.1124,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,1
AT,Lower Austria,Gemeinde Böheimkirchen,48.18794,15.76511,Mature Fast-Charging Hub,1.0,150.0,1,1,1,1,1,6
AT,Lower Austria,Gemeinde Loosdorf,48.1898,15.40824,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,1
AT,Lower Austria,Gemeinde Pöchlarn,48.20445,15.21899,Mature Fast-Charging Hub,1.0,200.0,1,1,1,1,1,4
AT,Lower Austria,Gemeinde Sankt Valentin,48.196694,14.528114,Developing EV Infrastructure,1.0,120.0,1,0,1,0,1,8
AT,Lower Austria,Gemeinde Wilfersdorf,48.586113,16.64544,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Lower Austria,Gerersdorf,48.17715,15.55327,Mature Fast-Charging Hub,1.0,150.0,1,1,1,1,1,5
AT,Lower Austria,Greis,47.64923,15.858301,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,4
AT,Lower Austria,Kottingbrunn,47.955956,16.218872,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,2
AT,Lower Austria,Poysdorf,48.6685395,16.629029000000003,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,2
AT,Lower Austria,Sankt Pölten,48.18279,15.62005,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,8
AT,Lower Austria,St. Georgen am Ybbsfeld,48.124316,14.973367,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,4
AT,Lower Austria,St. Valentin,48.19687,14.52685,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,3
AT,Lower Austria,Wiener Neustadt,47.805555,16.212088,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,2
AT,Mistelbach,Wolkersdorf,48.381259,16.518676,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Montafon,Gaschurn,46.993389,10.018641,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Mödling,Gemeinde Mödling,48.086076,16.296437,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,NO,Ardagger Stift,48.16717,14.840357,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,1
AT,NOE,Jaidhof,48.561866,15.484464,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,NOE,Michelhausen,48.17227,15.562871,Emerging EV Infrastructure,0.0,3.7,0,0,0,0,1,1
AT,NOE,Stockerau,48.389199,16.179812,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,22
AT,Niederösterreich,Amstetten-Greinsfurth,48.109574,14.839454,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,6
AT,Niederösterreich,Bad Deutschaltenburg,48.137056,16.90425,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Baden,47.999906,16.229523,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,12
AT,Niederösterreich,Dobersberg,48.914719,15.328548,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Niederösterreich,Feuersbrunn,48.439369,15.786182,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Gaming,47.924335,15.082292,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Niederösterreich,Gemeinde Baden,47.977215,16.282925,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,4
AT,Niederösterreich,Grafenwörth,48.415122,15.773839,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Hadersdorf am Kamp,48.461404,15.721704,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,6
AT,Niederösterreich,Herzogenburg,48.26894,15.686715,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Niederösterreich,Horn,48.659959,15.649922,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,4
AT,Niederösterreich,Kirchberg am Wagram,48.4362,15.8971,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Niederösterreich,Korneuburg,48.33551,16.335925,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Leobersdorf,47.929392,16.16637,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,Niederösterreich,Lilienfeld,48.017833,15.597071,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,3
AT,Niederösterreich,Loosdorf,48.186323,15.411892,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Niederösterreich,Lunz am See,47.86067,15.02745,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,3
AT,Niederösterreich,Melk,48.22514,15.349178,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,6
AT,Niederösterreich,Mistelbach,48.564031,16.605913,Developing EV Infrastructure,0.5,36.0,1,0,1,0,2,7
AT,Niederösterreich,Mödling,48.087416,16.284667,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,3
AT,Niederösterreich,Münchendorf,48.0475,16.3817,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Münichreith am Ostrong,48.263956,15.131617,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Niederösterreich,Neulengbach,48.19790625,15.89701325,Developing EV Infrastructure,0.25,22.0,1,0,1,0,4,9
AT,Niederösterreich,Puchberg,47.794453,15.912151,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Retz,48.767837,15.943758,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Schwechat,48.14259,16.474607,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,3
AT,Niederösterreich,St. Pölten,48.209965,15.623258,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,4
AT,Niederösterreich,Strasshof,48.312294,16.6127,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Sulz im Wienerwald,48.101142,16.140187,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Niederösterreich,Türnitz,47.93037,15.491026,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,2
AT,Niederösterreich,Wiener Neustadt,47.8258965,16.234428,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,7
AT,Niederösterreich,Wiener Neustadt (Stadt),47.82297,16.214901,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Niederösterreich,Wolkersdorf,48.367208,16.5116485,Developing EV Infrastructure,0.5,30.5,1,0,1,0,2,3
AT,Niederösterreich,Zistersdorf,48.544029,16.760083,Emerging EV Infrastructure,0.0,11.1,0,0,0,0,1,3
AT,Niederösterreich,Zwettl,48.603931,15.167391,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,6
AT,NÖ,Oberpiesting,47.870983,16.091664,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,NÖ,Wolkersdorf,48.376077,16.513103,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,NÖ,Wösendorf,48.381787,15.453533,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Nö,St. Pölten,48.213223,15.6271505,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,2,12
AT,Oberoesterreich,Aurach am Hongar,47.950968,13.672916,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Oberwart,Bernstein,47.405726,16.25661,Emerging EV Infrastructure,0.0,11.0,0,0,0,0,1,1
AT,OberÖsterreich,Innerschwand am Mondsee,47.836563,13.394986,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,4
AT,Oberösterreich,Ansfelden,48.210671000000005,14.276399,Mature Fast-Charging Hub,1.0,200.0,1,1,2,1,2,7
AT,Oberösterreich,Kirchdorf an der Krems,47.900232,14.125937,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,3
AT,Oberösterreich,Leonding,48.278299,14.273643,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Oberösterreich,Linz,48.264985,14.2931755,Developing EV Infrastructure,0.5,36.0,1,0,1,0,2,4
AT,Oberösterreich,Riedau,48.3001,13.6376,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,2
AT,Oberösterreich,Seewalchen,47.955104,13.606071,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,1
AT,Oberösterreich,St. Georgen im Attergau,47.929174,13.50149,Developing EV Infrastructure,1.0,50.0,1,0,1,0,1,1
AT,Oberösterreich,Steyr,48.037305,14.414877,Emerging EV Infrastructure,0.0,22.0,0,0,0,0,1,3
